name,region,address,type1,type2,lon,lat,cluster
Tmap주차 세이브존 광명점,광명시,경기 광명시 철망산로 87,미분류,미분류,126.87772570869,37.4705888804702,1
광명도서관 주차장,광명시,경기 광명시 광명동 495-1,실내,지상,126.851660585433,37.4653570515174,0
한국전력공사 주차장,광명시,경기 광명시 철산로 3-13,실외,건물주변,126.866025985481,37.4766661179465,0
광명농협 학온지점,광명시,경기 광명시 금하로 450,실외,건물주변,126.882324591024,37.4483156720165,1
도덕파크타운1단지아파트 102동 지하주차장,광명시,경기 광명시 가림일로 101,실내,지하,126.864572385793,37.4702456689878,0
광명역지웰스테이트 주차장,광명시,경기 광명시 덕안로77번길 5,실내,지하,126.884443831754,37.4214606505867,2
주차장,광명시,경기 광명시 광명동 372-1,미분류,미분류,126.850175423222,37.4732124356801,0
영은주차장,광명시,경기 광명시 신촌로 9,미분류,미분류,126.889373939017,37.4475371570036,1
코리아산업 주차장,광명시,경기 광명시 원광명안로 39,미분류,미분류,126.84959121553,37.4646213734418,0
세이브존 옥외주차장,광명시,경기 광명시 철망산로 87,실내,지상,126.87724190687,37.4705694576408,1
광명해모로이연아파트 지하주차장,광명시,경기 광명시 목감로 58,실내,지하,126.846383669283,37.4729228480856,0
광명한라비발디큐브 노상 민영 주차장,광명시,경기 광명시 소하로92번길 11,실외,노상,126.882226808531,37.4464587656526,1
GS STEEL 타워 민영 주차장,광명시,경기 광명시 신기로 21,실내,지하,126.883729474793,37.4201707739718,2
노블빌딩 주차장,광명시,경기 광명시 하안로 295,실외,건물주변,126.879968736155,37.4619730122823,1
선우퓨쳐마크 주차장,광명시,경기 광명시 소하로 94,실내,지하,126.883384847744,37.4465078478647,1
투루 파킹 광명역점,광명시,경기 광명시 일직로 40,실외,노외,126.885904247816,37.4207671141188,2
광명시어린이교통공원 주차장2,광명시,경기 광명시 소하일로 51,실외,건물주변,126.887439030657,37.4461405607351,1
나이스파크 철산13단지마상가 주차장,광명시,경기 광명시 모세로 40,실외,건물주변,126.86917785939092,37.48060435499838,0
옥길주차장,광명시,경기 광명시 금오로707번길 87,실외,노외,126.827132283408,37.4617723821308,0
SH&01프라자 주차장,광명시,경기 광명시 일직로12번길 21,실내,지하,126.882514049774,37.4208857012786,2
소문난삼부자순대국 주차장,광명시,경기 광명시 일직동 505-17,실외,건물주변,126.891025507152,37.4210172028469,2
도덕파크타운1단지아파트 지하주차장,광명시,경기 광명시 가림일로 79,실내,지하,126.86537746016,37.4695059586466,0
태양,광명시,경기 광명시 가학동 1038-7,미분류,미분류,126.867494938667,37.4038427268328,2
계동주차장,광명시,경기 광명시 너부대로 36,실내,지상,126.849273894372,37.4776406497094,0
세진빌딩 민영 주차장,광명시,경기 광명시 덕안로77번길 9,미분류,미분류,126.883709065745,37.4217531212116,2
휴먼시아2단지아파트 지하주차장,광명시,경기 광명시 소하로 38,실내,지하,126.88336377611,37.4520733867605,1
