name,region,address,type1,type2,lon,lat
호커스포커스로스터스 주차장,평택시,경기 평택시 장안웃길 12,실외,건물주변,127.0763006,37.06345678
평택보건소 주차장1,평택시,경기 평택시 평택5로 56,실외,건물주변,127.1115941,36.99060011
평택시청안중출장소 주차장1,평택시,경기 평택시 안중읍 학현리 488-10,실외,건물주변,126.9206889,36.99050253
하이웨이식자재마트 통복점 주차장,평택시,경기 평택시 통복동 420-2,실외,건물주변,127.0792165,36.98902419
서정교회 주차장,평택시,경기 평택시 서두물로35번길 28,미분류,미분류,127.0552846,37.06005427
사리당카페 주차장,평택시,경기 평택시 서탄면 사리 768-1,실외,야외시설,127.0479663,37.11718431
안중제2공영주차장,평택시,경기 평택시 안중읍 안중리 293-36,실외,노상,126.9301276,36.98750344
나이스파크 토이스타 평택점 주차장,평택시,경기 평택시 신흥1로 70,미분류,미분류,127.1431661,37.00351866
부일프라자,평택시,경기 평택시 만세로 1845-4,미분류,미분류,127.1042285,37.00383389
우리타워 주차장,평택시,경기 평택시 평남로 929,실내,지상,127.10491042168611,37.00370794394222
고덕신도시 주차장,평택시,경기 평택시 고덕면 방축리 284-1,미분류,미분류,127.0502825,37.02284043
모던파킹,평택시,경기 평택시 어인남로8번길 4,미분류,미분류,127.0984493,36.99338185
세교지구 공영주차장,평택시,경기 평택시 세교동 614-1,실외,노외,127.0884119,37.00657826
평택호휴게소외부입주민주차장,평택시,경기 평택시 현덕면 권관리 243-3,실외,야외시설,126.9187476,36.92490386
연세다움병원 제2주차장,평택시,경기 평택시 비전로48번길 21,미분류,미분류,127.0961182,36.99411616
등촌샤브칼국수 비전점 주차장,평택시,경기 평택시 비전5로 20-26,실내,지하,127.1146034,36.99884756
한마음주차장,평택시,경기 평택시 통복동 94-10,실내,지상,127.0857287,36.99658317
지산초록공원 제1주차장,평택시,경기 평택시 지산동 산 182-3,실외,야외시설,127.0598689,37.07866521
안중 제1 공영주차장,평택시,경기 평택시 안중읍 안중로 115,실외,야외시설,126.929317,36.98886621
