region,address,name,type1,type2,lon,lat
용인시 수지구,경기 용인시 수지구 풍덕천로172번길 19-15,황제주차장,실외,노외,127.101399546266,37.3248693301961
용인시 수지구,경기 용인시 수지구 풍덕천동 1080-17,수지노외공영주차장,실외,노외,127.0942639411,37.321617725977
용인시 수지구,경기 용인시 수지구 성복2로76번길 26-2,속초코다리냉면본점전용주차장,실외,건물주변,127.080129003064,37.3148607484142
용인시 수지구,경기 용인시 수지구 수지로112번길 10,두산기술원 주차장,실외,야외시설,127.080512992828,37.3120907080879
용인시 수지구,경기 용인시 수지구 동천동 765,동천동 공영주차장,실외,건물주변,127.103749778445,37.3386116263932
용인시 수지구,경기 용인시 수지구 동천로 624,주먹보리밥 고기동점 주차장,실외,건물주변,127.054363460388,37.3578695265435
용인시 수지구,경기 용인시 수지구 성복2로 51,아이파킹 데이파크 주차장,실내,지하,127.078796011526,37.3134470196589
용인시 수지구,경기 용인시 수지구 신봉동 663-1,카페랄로 용인점 주차장,실외,건물주변,127.04966605889,37.3334371104802
용인시 수지구,경기 용인시 수지구 성복동 646-42,성복동 주차장,미분류,미분류,127.06891123,37.3163401
용인시 수지구,경기 용인시 수지구 광교마을로 33,나이스파크 참다운정육식당주차장,실외,건물주변,127.068532359247,37.2992620989244
용인시 수지구,경기 용인시 수지구 상현로 71,상현1동 주차장,실외,노외,127.081299151274,37.3046548284926
용인시 수지구,경기 용인시 수지구 상현동 198-20,본누벨 주차장,실외,건물주변,127.075211848174,37.3048618569186
용인시 수지구,경기 용인시 수지구 고기로 157,일호점미역 주차장,실외,건물주변,127.087026368609,37.3491509386051
용인시 수지구,경기 용인시 수지구 성복1로 106,나이스파크 수지 벽산프라자 주차장,미분류,미분류,127.068235207129,37.3167880375859
용인시 수지구,경기 용인시 수지구 수지로 203,이마트수지점 주차장,실내,지상,127.083355255441,37.3198232159789
용인시 수지구,경기 용인시 수지구 신수로 767,분당수지U타워 주차장,미분류,미분류,127.10166167660552,37.33854405974146
용인시 수지구,경기 용인시 수지구 만현로 92,아이티프라자 상가관리단,실내,지하,127.084938445675,37.3084933864913
용인시 수지구,경기 용인시 수지구 포은대로 552,이마트 죽전점 주차장,실내,지상,127.11042593436326,37.32516824604414
용인시 수지구,경기 용인시 수지구 이종무로170번길 12,산골항아리바베큐 주차장,실외,건물주변,127.04032097019484,37.36096513055404
용인시 수지구,경기 용인시 수지구 법조로 230,상현도서관 주차장,미분류,미분류,127.074262367114,37.2996275266845
용인시 수지구,경기 용인시 수지구 성복2로 10,성복역롯데캐슬골드타운아파트 지하주차장,실내,지하,127.082831641329,37.3114764043363
용인시 수지구,경기 용인시 수지구 광교마을로 54,광교SB타운 주차장,실내,지상,127.070525530997,37.2981490487361
용인시 수지구,경기 용인시 수지구 신수로783번길 40,동천동 주차장,실외,노외,127.099220925035,37.3418168714005
용인시 수지구,경기 용인시 수지구 성복2로 110,나이스파크 하이웨이마트 수지성복점 주차장,실내,지하,127.074063054024,37.3157130239679
용인시 수지구,경기 용인시 수지구 동천로 33,케이엠파크제이식자재할인마트 주차장,미분류,미분류,127.099360966247,37.3406115361067
용인시 수지구,경기 용인시 수지구 광교중앙로295번길 9,광교더블유스퀘어 주차장,실내,지하,127.068117533118,37.2968962157688
용인시 수지구,경기 용인시 수지구 광교중앙로 302,블루스퀘어 주차장,실내,지하,127.069521766246,37.296841066732
용인시 수지구,경기 용인시 수지구 대지로15번길 50,죽전1동행정복지센터 공영주차장,실외,건물주변,127.11382087183384,37.331016587094354
용인시 수지구,경기 용인시 수지구 포은대로313번길 2-10,수지미래산부인과 노상 민영 주차장,실외,건물주변,127.086439775514,37.3158249185877
용인시 수지구,경기 용인시 수지구 고기동 755-45,스타벅스 용인고기동유원지점 제3주차장,실외,노외,127.052902511271,37.3615754841633
용인시 수지구,경기 용인시 수지구 수지로 166,평창백일홍 주차장,실외,건물주변,127.082957975226,37.3155742201187
용인시 수지구,경기 용인시 수지구 신봉1로301번길 3,어가 본점 주차장,실외,건물주변,127.056594792422,37.3321543541131
용인시 수지구,경기 용인시 수지구 수지로 501,그린도트 성복동집동천직영점 주차장,미분류,미분류,127.100768677045,37.3392736671577
용인시 수지구,경기 용인시 수지구 태봉로 2,수지선한목자교회 1주차장,실외,야외시설,127.059438049444,37.3332711401059
용인시 수지구,경기 용인시 수지구 고기동 369,산사랑 주차장,실외,건물주변,127.046190694369,37.3538522525742
용인시 수지구,경기 용인시 수지구 성복2로76번길 26-2,신봉샤르망3차주차장,실내,지상,127.080425887563,37.3150389517783
용인시 수지구,경기 용인시 수지구 성복동 745-3,굼터전용주차장,실외,건물주변,127.07965239044,37.3151972460112
용인시 수지구,경기 용인시 수지구 죽전로144번길 7-5,로데오타워 주차장,미분류,미분류,127.124165839734,37.3235861851341
용인시 수지구,경기 용인시 수지구 수풍로 65,수지메디파크 노상 민영 주차장,실외,노상,127.092362084461,37.3298051955777
용인시 수지구,경기 용인시 수지구 풍덕천동 784,노상공영주차장,실외,노상,127.097108773104,37.3251497265479
용인시 수지구,경기 용인시 수지구 수지로 98,상현골프클럽 민영주차장,미분류,미분류,127.078065732623,37.3105497763219
용인시 수지구,경기 용인시 수지구 포은대로313번길 7-18,신정빌딩,실내,지하,127.083959533747,37.3143635150055
용인시 수지구,경기 용인시 수지구 고기동 216-7,귀래정 주차장,실외,건물주변,127.054788623637,37.3589005565353
용인시 수지구,경기 용인시 수지구 성복동 162-1,웰스톤프라자주차장,실내,지하,127.074619986035,37.3158014259477
용인시 수지구,경기 용인시 수지구 성복2로 108-2,KM파크 웰스톤갤러리 주차장,실내,지하,127.07438111115104,37.31586554975301
용인시 수지구,경기 용인시 수지구 용구대로 2751,버거킹 죽전DT점 주차장,실외,건물주변,127.108503369367,37.3313279336479
용인시 수지구,경기 용인시 수지구 상현동 1221-1,광교우미뉴브 민영 주차장,미분류,미분류,127.07122135024,37.3014191243445
용인시 수지구,경기 용인시 수지구 신봉1로330번길 10,송정갈비 주차장,실외,건물주변,127.05403208758,37.3334998912583
용인시 수지구,경기 용인시 수지구 수지로 215,신봉동주차장,실내,지상,127.08359634026966,37.32052765398278
용인시 수지구,경기 용인시 수지구 고기로 114,곤드레밥집 주차장,실외,건물주변,127.091936815075,37.347119548622
용인시 수지구,경기 용인시 수지구 풍덕천로 51,풍덕천2동 주차장,미분류,미분류,127.088657222035,37.319372449832
용인시 수지구,경기 용인시 수지구 죽전동 1003-174,BB패션타운 공용주차장,실외,건물주변,127.10805907609,37.328767067631
용인시 수지구,경기 용인시 수지구 문정로7번길 15,용인시평생학습관 공영주차장,실내,지하,127.0955654250958,37.32052670226867
